0.57774	0.57774
0.97733	0.97733
0.95205	0.95205
0.36077	0.36077
0.29308	0.29308
0.17101	0.17101
0.90757	0.90757
0.99308	0.99308
0.50708	0.50708
0.26062	0.26062
0.2521	0.2521
0.11581	0.11581
0.87303	0.87303
0.34567	0.34567
0.60368	0.60368
0.6101	0.6101
0.74661	0.74661
0.05678	0.05678
0.44568	0.44568
0.90557	0.90557
0.35582	0.35582
0.80056	0.80056
0.72627	0.72627
0.59343	0.59343
0.93675	0.93675
0.39762	0.39762
0.65903	0.65903
0.19174	0.19174
0.83835	0.83835
0.10523	0.10523
0.49382	0.49382
0.59303	0.59303
0.73165	0.73165
0.69292	0.69292
0.22871	0.22871
0.56968	0.56968
0.06164	0.06164
0.17095	0.17095
0.84443	0.84443
0.70024	0.70024
0.96436	0.96436
0.09472	0.09472
0.18956	0.18956
0.15717	0.15717
0.16832	0.16832
0.88683	0.88683
0.35153	0.35153
0.88587	0.88587
0.00903	0.00903
0.53378	0.53378
0.39606	0.39606
0.0847	0.0847
0.85721	0.85721
0.12959	0.12959
0.11623	0.11623
0.40352	0.40352
0.36599	0.36599
0.42868	0.42868
0.76584	0.76584
0.94549	0.94549
0.53065	0.53065
0.05611	0.05611
0.77933	0.77933
0.78051	0.78051
0.09214	0.09214
0.07053	0.07053
0.30324	0.30324
0.79714	0.79714
0.83368	0.83368
0.96603	0.96603
0.86899	0.86899
0.36187	0.36187
0.89318	0.89318
0.85382	0.85382
0.75511	0.75511
0.53396	0.53396
0.29597	0.29597
0.41722	0.41722
0.61816	0.61816
0.32618	0.32618
0.51388	0.51388
0.57095	0.57095
0.54954	0.54954
0.68691	0.68691
0.15707	0.15707
0.64598	0.64598
0.77004	0.77004
0.02019	0.02019
0.33394	0.33394
0.81516	0.81516
0.58812	0.58812
0.29111	0.29111
0.31696	0.31696
0.28073	0.28073
0.73121	0.73121
0.9739	0.9739
0.60716	0.60716
0.72761	0.72761
0.60385	0.60385
0.76414	0.76414
0.82515	0.82515
0.73243	0.73243
0.92937	0.92937
0.72941	0.72941
0.12026	0.12026
0.16096	0.16096
0.73383	0.73383
0.03182	0.03182
0.24707	0.24707
0.24018	0.24018
0.3151	0.3151
0.43703	0.43703
0.54138	0.54138
0.57746	0.57746
0.76127	0.76127
0.28718	0.28718
0.4738	0.4738
0.64655	0.64655
0.63268	0.63268
0.18195	0.18195
0.27884	0.27884
0.15051	0.15051
0.46741	0.46741
0.01066	0.01066
0.15733	0.15733
0.8688	0.8688
0.79151	0.79151
0.59851	0.59851
0.06246	0.06246
0.78953	0.78953
0.94572	0.94572
0.7557	0.7557
0.80385	0.80385
0.06215	0.06215
0.89768	0.89768
0.61892	0.61892
0.84101	0.84101
0.28298	0.28298
0.60178	0.60178
0.4963	0.4963
0.01912	0.01912
0.46045	0.46045
0.826	0.826
0.48559	0.48559
0.11777	0.11777
0.95196	0.95196
0.2322	0.2322
0.21154	0.21154
0.13572	0.13572
0.24121	0.24121
0.89269	0.89269
0.05314	0.05314
0.58624	0.58624
0.83519	0.83519
0.68598	0.68598
0.09767	0.09767
0.50321	0.50321
0.7679	0.7679
0.415	0.415
0.94192	0.94192
0.43941	0.43941
0.0554	0.0554
0.58895	0.58895
0.90451	0.90451
0.17695	0.17695
0.8863	0.8863
0.41122	0.41122
0.12797	0.12797
0.78114	0.78114
0.89976	0.89976
0.94137	0.94137
0.73005	0.73005
0.85877	0.85877
0.89561	0.89561
0.40676	0.40676
0.2763	0.2763
0.52779	0.52779
0.23694	0.23694
0.19373	0.19373
0.88525	0.88525
0.09873	0.09873
0.23004	0.23004
0.07437	0.07437
0.87753	0.87753
0.09121	0.09121
0.65966	0.65966
0.70251	0.70251
0.75067	0.75067
0.11981	0.11981
0.91835	0.91835
0.59057	0.59057
0.1209	0.1209
0.57375	0.57375
0.00171	0.00171
0.28348	0.28348
0.02961	0.02961
0.75712	0.75712
0.06903	0.06903
0.8553	0.8553
0.37065	0.37065
0.3741	0.3741
0.1866	0.1866
0.7739	0.7739
0.35648	0.35648
0.13976	0.13976
0.49084	0.49084
0.69294	0.69294
0.38908	0.38908
0.96725	0.96725
0.79453	0.79453
0.51854	0.51854
0.86737	0.86737
0.77849	0.77849
0.35421	0.35421
0.06509	0.06509
0.90603	0.90603
0.25075	0.25075
0.25048	0.25048
0.39825	0.39825
0.25582	0.25582
0.87734	0.87734
0.13561	0.13561
0.44782	0.44782
0.38382	0.38382
0.0606	0.0606
0.65394	0.65394
0.96246	0.96246
0.54316	0.54316
0.78845	0.78845
0.70108	0.70108
0.12541	0.12541
0.41639	0.41639
0.54964	0.54964
0.52798	0.52798
0.45537	0.45537
0.03621	0.03621
0.69269	0.69269
0.79927	0.79927
0.69606	0.69606
0.74857	0.74857
0.00651	0.00651
0.72658	0.72658
0.75897	0.75897
0.28239	0.28239
0.83175	0.83175
0.63575	0.63575
0.33606	0.33606
0.1366	0.1366
0.2069	0.2069
0.28451	0.28451
0.82935	0.82935
0.39259	0.39259
0.87549	0.87549
0.62636	0.62636
0.26767	0.26767
0.54747	0.54747
0.16412	0.16412
0.38423	0.38423
0.20544	0.20544
0.33264	0.33264
0.55436	0.55436
0.0517	0.0517
0.853	0.853
0.10871	0.10871
0.88354	0.88354
0.73061	0.73061
0.18729	0.18729
0.17719	0.17719
0.20755	0.20755
0.23667	0.23667
0.6948	0.6948
0.69659	0.69659
0.56209	0.56209
0.262	0.262
0.69083	0.69083
0.08548	0.08548
0.72487	0.72487
0.67525	0.67525
0.82644	0.82644
0.90716	0.90716
0.8854	0.8854
0.72991	0.72991
0.29387	0.29387
0.29453	0.29453
0.42649	0.42649
0.59986	0.59986
0.89267	0.89267
0.38425	0.38425
0.80124	0.80124
0.95151	0.95151
0.20744	0.20744
0.1272	0.1272
0.20482	0.20482
0.93448	0.93448
0.88935	0.88935
0.89496	0.89496
0.18044	0.18044
0.77327	0.77327
0.80126	0.80126
0.28559	0.28559
0.45345	0.45345
0.22453	0.22453
0.21343	0.21343
0.22974	0.22974
0.76109	0.76109
0.99271	0.99271
0.80406	0.80406
0.13898	0.13898
0.06352	0.06352
0.63171	0.63171
0.53009	0.53009
0.62013	0.62013
0.32788	0.32788
0.23235	0.23235
0.22094	0.22094
0.2316	0.2316
0.30801	0.30801
0.19878	0.19878
0.81237	0.81237
0.13957	0.13957
0.78959	0.78959
0.21868	0.21868
0.98193	0.98193
0.43603	0.43603
0.31516	0.31516
0.68019	0.68019
0.77674	0.77674
0.95876	0.95876
0.03042	0.03042
0.74824	0.74824
0.46968	0.46968
0.74295	0.74295
0.7066	0.7066
0.94225	0.94225
0.38691	0.38691
0.7411	0.7411
0.16701	0.16701
0.74467	0.74467
0.37917	0.37917
0.0505	0.0505
0.2172	0.2172
0.41057	0.41057
0.78798	0.78798
0.56139	0.56139
0.31146	0.31146
0.34634	0.34634
0.96834	0.96834
0.05848	0.05848
0.83297	0.83297
0.4217	0.4217
0.96718	0.96718
0.73156	0.73156
0.71654	0.71654
0.29811	0.29811
0.71001	0.71001
0.48883	0.48883
0.41902	0.41902
0.74743	0.74743
0.77392	0.77392
0.41476	0.41476
0.78921	0.78921
0.04098	0.04098
0.80029	0.80029
0.71304	0.71304
0.68371	0.68371
0.11657	0.11657
0.428	0.428
0.11794	0.11794
0.63653	0.63653
0.99922	0.99922
0.37448	0.37448
0.95453	0.95453
0.32106	0.32106
0.60591	0.60591
0.09863	0.09863
0.8523	0.8523
0.26121	0.26121
0.47271	0.47271
0.6123	0.6123
0.43492	0.43492
0.75258	0.75258
0.47276	0.47276
0.53913	0.53913
0.07085	0.07085
0.48326	0.48326
0.7154	0.7154
0.07174	0.07174
0.65028	0.65028
0.23637	0.23637
0.43037	0.43037
0.29196	0.29196
0.70209	0.70209
0.29686	0.29686
0.38057	0.38057
0.562	0.562
0.56032	0.56032
0.79549	0.79549
0.071	0.071
0.35128	0.35128
0.97423	0.97423
0.26346	0.26346
0.90411	0.90411
0.19301	0.19301
0.37026	0.37026
0.90054	0.90054
0.4559	0.4559
0.07501	0.07501
0.9474	0.9474
0.42832	0.42832
0.24277	0.24277
0.16303	0.16303
0.36634	0.36634
0.72859	0.72859
0.99682	0.99682
0.46489	0.46489
0.26632	0.26632
0.2454	0.2454
0.26741	0.26741
0.58646	0.58646
0.04116	0.04116
0.63405	0.63405
0.64423	0.64423
0.49515	0.49515
0.60153	0.60153
0.90799	0.90799
0.96231	0.96231
0.99943	0.99943
0.09919	0.09919
0.94364	0.94364
0.55709	0.55709
0.76551	0.76551
0.47105	0.47105
0.51261	0.51261
0.30233	0.30233
0.29645	0.29645
0.12072	0.12072
0.92942	0.92942
0.19875	0.19875
0.35457	0.35457
0.89391	0.89391
0.68989	0.68989
0.50204	0.50204
0.13167	0.13167
0.16653	0.16653
0.63361	0.63361
0.52606	0.52606
0.7039	0.7039
0.63342	0.63342
0.12945	0.12945
0.20742	0.20742
0.69726	0.69726
0.14609	0.14609
0.32243	0.32243
0.3215	0.3215
0.45436	0.45436
0.41838	0.41838
0.92545	0.92545
0.73037	0.73037
0.47099	0.47099
0.94075	0.94075
0.55301	0.55301
0.96671	0.96671
0.21105	0.21105
0.3167	0.3167
0.50785	0.50785
0.9209	0.9209
0.25499	0.25499
0.4495	0.4495
0.11452	0.11452
0.79089	0.79089
0.64702	0.64702
0.75425	0.75425
0.24317	0.24317
0.0205	0.0205
0.38613	0.38613
0.04455	0.04455
0.63374	0.63374
0.88597	0.88597
0.04895	0.04895
0.76332	0.76332
0.57834	0.57834
0.52306	0.52306
0.27999	0.27999
0.53698	0.53698
0.62511	0.62511
0.7592	0.7592
0.8794	0.8794
0.27873	0.27873
0.96519	0.96519
0.6007	0.6007
0.94315	0.94315
0.40118	0.40118
0.37028	0.37028
0.10792	0.10792
0.90518	0.90518
0.7159	0.7159
0.55512	0.55512
0.56084	0.56084
0.0217	0.0217
0.93877	0.93877
